,row,Species,RPM,adjustedRPM,microbial %,Hits,Truth,Run,RPMThreshold,sampleType,cycles,organism,total reads,dilution factor,nanodrop
0,1125,Isoptericola variabilis,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Draconibacterium orientale,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Prochlorococcus marinus,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Prevotella timonensis,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Prevotella sp. Sc00026,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Prevotella sp. Marseille,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Prevotella salivae,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Prevotella ruminicola,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Prevotella oris,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Prevotella nigrescens,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Prevotella loescheii,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Prevotella disiens,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Porphyromonadaceae bacterium ING2-E5B,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Tannerella forsythia,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Porphyromonas gingivalis,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Propionibacterium freudenreichii,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudoalteromonas atlantica,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudomonas mendocina,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudoalteromonas haloplanktis,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudomonas mandelii,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Saccharomonospora viridis,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudomonas fulva,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudomonas fragi,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudomonas fluorescens,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudomonas entomophila,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudomonas denitrificans,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudomonas cremoricolorata,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudomonas citronellolis,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudomonas cichorii,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudomonas chlororaphis,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudomonas brassicacearum,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudomonas balearica,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudomonas alkylphenolia,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudomonas alcaligenes,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Cellvibrio japonicus,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Azotobacter vinelandii,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Azotobacter chroococcum,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudoalteromonas sp. SM9913,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Pseudonocardia sp. CC031210-22,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Thermobispora bispora,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1125,Saccharopolyspora erythraea,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,CSF,9.5,nan,5029942.0,1.0,
0,1124,Methylobacterium aquaticum,0.3571873779981862,0.25256961713676007,0.15384615384615385,2.0,TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Acetobacter nitrogenifigens,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas pseudoalcaligenes,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas sp. LM13,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas sp. JR1,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas sp. FGI182,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas sp. 12M76_air,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas simiae,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas savastanoi,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas rhizosphaerae,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas resinovorans,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas putida,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas protegens,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Saccharomonospora viridis,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas poae,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas plecoglossicida,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas parafulva,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas mosselii,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas mendocina,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas mandelii,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas knackmussii,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas fulva,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas sp. Lz4W,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas sp. MRSN12121,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas sp. MT-1,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas sp. StFLB209,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudonocardia dioxanivorans,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Kutzneria albida,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Amycolatopsis orientalis,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Amycolatopsis methanolica,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Amycolatopsis mediterranei,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Amycolatopsis lurida,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Amycolatopsis japonica,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Actinosynnema mirum,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas viridiflava,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas tolaasii,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas taeanensis,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas syringae group genomosp. 3,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas syringae,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas stutzeri,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas sp. YY31,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas sp. WCS374,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas sp. VLB120,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas sp. UW4,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas sp. TKP,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas fragi,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas fluorescens,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas entomophila,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Xylanimonas cellulosilytica,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Draconibacterium orientale,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Prochlorococcus marinus,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Prevotella timonensis,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Prevotella sp. Sc00026,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Prevotella sp. Marseille,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Prevotella salivae,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Prevotella ruminicola,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Prevotella oris,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Prevotella nigrescens,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Prevotella loescheii,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Prevotella disiens,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Porphyromonadaceae bacterium ING2-E5B,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Tannerella forsythia,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Porphyromonas gingivalis,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Parabacteroides distasonis,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Barnesiella viscericola,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Sorangium cellulosum,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Chondromyces crocatus,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Solibacillus silvestris,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Isoptericola variabilis,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Microlunatus phosphovorus,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas denitrificans,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Propionibacterium acidipropionici,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas cremoricolorata,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas citronellolis,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas cichorii,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
0,1124,Pseudomonas chlororaphis,0.0,0.0,0.0,0.0,Extra TN,BF23bc,2.5958682112,Pleural Fluid,7.5,nan,5599302.0,1.0,
